annual_income,debt_to_income_ratio,credit_score,years_credit_history,num_credit_accounts,mortgage_amount,savings_ratio,employment_years,loan_amount_requested,collateral_value,monthly_transactions,avg_transaction_amount,late_payments_12m,credit_utilization,num_bank_accounts,online_banking_usage,payment_method_diversity,financial_app_usage,investment_accounts,insurance_policies,default_risk
74748.34137448318,0.18770094237254598,729.0529563425356,1.5445709427169794,4.0,124185.57756017003,0.02943887345456261,3.239802885832397,3573.890012307237,3014.538809738809,50.0,30.895301682870123,1.0,0.24613637230296923,4.0,0.851947988613767,5.0,0.3507518605453352,1.0,2.0,1
34854.042646792455,0.12072754101520096,608.6597101709889,4.701163047313002,6.0,0.0,0.1765228747898525,4.966331462272012,16193.2881523971,13990.954991053539,39.0,24.593423047946764,3.0,0.3049530098776954,4.0,0.7694781654973714,5.0,0.267008413947127,0.0,2.0,1
63490.64910155934,0.32094800513527333,761.6682832742247,2.9524616917303077,5.0,0.0,0.06880431919956513,2.511547602329656,10508.587710107573,11091.551382332476,48.0,7.9502495448273525,3.0,0.48588275170858247,5.0,0.4264256940933576,5.0,0.6248323410603064,3.0,3.0,1
43103.63766838344,0.5889647131484785,684.4638939471542,4.542433669197941,4.0,88374.64061145202,0.1264948118706291,1.4210194850649147,7048.028710653687,6758.569973597531,39.0,25.138986508951703,5.0,0.45134867676579715,3.0,0.9102147050942981,5.0,0.6508944399966774,0.0,4.0,1
45632.5524153427,0.17475774176187817,629.3003129515382,2.3070557644588985,5.0,208658.32452600368,0.048066771862393276,1.0528602122820954,5359.8786272072475,4321.663391339813,44.0,28.977356825145236,2.0,0.5731172182773399,3.0,0.6882689721023323,1.0,0.2547049133334877,0.0,3.0,0
48285.357682847585,0.37594139913205304,671.2093044176097,26.892140136320798,9.0,0.0,0.013147574183533182,4.572322424232,6725.57385453037,7937.377348702926,54.0,27.975473999575748,0.0,0.547809128958543,4.0,0.5702857490689627,4.0,0.6574431279955606,0.0,3.0,0
45426.65289793077,0.3479324062913085,648.2139299025082,2.9190969633632577,9.0,0.0,0.19851959777009773,1.4228071273253535,2999.5785858238723,2675.9758335995652,51.0,9.033738150932054,2.0,0.12924390661512627,6.0,0.5781414240610437,5.0,0.15208814847110905,2.0,2.0,0
50079.21746403624,0.23957112639767708,809.6106515312923,8.47378453457241,8.0,115045.25141712856,0.07832184318687917,2.5259371603060963,29090.610565802857,23322.39618012835,51.0,5.332862030244497,1.0,0.22356224633356958,6.0,0.7813644342679773,7.0,0.1520928473746836,0.0,1.0,1
70585.23496006273,0.19176489445590306,674.5437622578789,1.1828740024419206,7.0,441141.8198577444,0.14133524695733626,0.1764734339732958,1460.0194790054368,1392.3117132225689,50.0,17.91553941974127,1.0,0.37940674111306805,2.0,0.5458215675254761,8.0,0.6169665384422479,0.0,3.0,0
40065.08696672844,0.531666121569684,649.8387327605492,13.91580263627379,6.0,229262.0333008013,0.026076847526168328,1.4815280295812174,9491.034416377692,8401.453319700686,45.0,7.452102199951371,5.0,0.4549908101832846,4.0,0.5845679848617711,3.0,0.5804149117074351,0.0,3.0,0
51766.674862655214,0.08000111542230805,626.1509142949201,6.2559660582369725,5.0,165155.3136918521,0.0706181100668618,3.298570559363853,8600.776213383915,8150.215990500015,40.0,21.7779754122621,1.0,0.5706649352402239,4.0,0.8501278237381271,7.0,0.2976493288453068,2.0,2.0,0
34722.117431894665,0.42086970283889,734.3184219245011,30.0,3.0,0.0,0.10474160254885047,7.9493757534107745,12424.163361816758,14602.647933488219,51.0,8.539323404106057,1.0,0.5082343556977593,2.0,0.18937798683564822,4.0,0.16519388674257807,1.0,2.0,1
74612.14747526158,0.17317577620405195,720.7913339053505,4.4048827075962045,4.0,0.0,0.005314715061228852,2.3344401232057725,5006.183129129934,5248.50966196654,64.0,6.599305457580209,1.0,0.5032462868447485,1.0,0.5595354891589698,5.0,0.2691326645920923,2.0,2.0,0
25894.9655625828,0.14712744789244758,622.6158369687372,1.7397561825875263,6.0,0.0,0.0877299128084166,1.7489232304514013,10085.614623400543,10673.616724381302,47.0,11.831008476105717,5.0,0.6964058228742744,3.0,0.6949956230801776,5.0,0.2854276376564595,0.0,3.0,0
89363.73378117668,0.06686011959878167,534.4358485377192,3.397415832639465,2.0,0.0,0.06710355829719347,3.6291474757937703,25950.038934976154,29931.748618414087,49.0,16.23152389149021,1.0,0.7050016314293137,5.0,0.6739972384761751,4.0,0.42887493668041965,0.0,3.0,0
35593.59641501701,0.17021215522918026,559.8031861621646,10.68376384035848,5.0,253979.12684588713,0.004804795745468957,0.25521215967725713,4409.329866535579,3727.74657240608,47.0,50.23382928914019,0.0,0.6106673241132949,2.0,0.9652254152170588,4.0,0.5945948946428661,3.0,4.0,1
17758.373833785125,0.07338932607874513,631.5837460457803,8.609481830287253,2.0,150996.0827125757,0.005550457125553697,2.184023978396227,25970.635671905908,21816.952401379236,45.0,16.009654187397572,0.0,0.604441030237329,4.0,0.7542420704773811,3.0,0.20863060683794504,1.0,4.0,0
38717.70265818807,0.37594757887068964,784.8927506119082,12.053152176179625,0.0,179704.4910569352,0.09935773630254649,0.7267337413792778,7282.545328395568,8317.534761270685,47.0,16.12482365667788,2.0,0.46752354713935224,5.0,0.16912742508248996,6.0,0.06703574626657793,1.0,2.0,1
25834.708855174344,0.2074742238472115,624.9823370753086,0.6104733538507137,9.0,0.0,0.0007934055970138773,1.461963846904264,13386.62078542593,11561.724253042437,53.0,51.35452871090319,1.0,0.6933090328013872,3.0,0.2799021841159802,3.0,0.4578309972824564,2.0,4.0,0
55288.58653819568,0.3033899461593601,590.5876390034435,6.947031919518372,2.0,86600.23249711472,0.054933831823444294,2.4768774367975825,2210.7381543587394,2417.6881305739194,49.0,20.67027479473025,2.0,0.27039371955758934,3.0,0.8674231383510764,3.0,0.7016272680419924,2.0,3.0,0
26204.541393257085,0.1754386641354668,473.92806867513536,21.525849600844953,6.0,28998.476047687633,0.05906360486079031,0.29893014105162324,22754.387104190973,20104.90082430187,40.0,16.854871765646482,1.0,0.4317098087385523,6.0,0.7423332120745337,3.0,0.19160657329999606,0.0,3.0,0
29053.90810117481,0.28692719036571507,801.3541435602297,0.9134335736693981,5.0,414770.44700358895,0.055240367772931086,7.978628682132083,66283.93202142183,65620.8887917231,51.0,47.05710470304945,5.0,0.1806297181195683,4.0,0.2707447948808966,4.0,0.534836342101071,0.0,2.0,1
14118.335681631583,0.11707202468050765,706.902814598146,0.7926886749780239,6.0,0.0,0.00542521639106303,1.6060630652411303,3140.50729679897,2996.5384619473216,46.0,25.250989748598784,0.0,0.8707134731227345,2.0,0.7160503573830532,5.0,0.23760827303091114,1.0,2.0,0
28965.09723117103,0.14971435475662295,729.6009970005857,10.087290819256038,7.0,112180.01601405845,0.205000253000542,1.3252509096611478,6455.780881341975,5432.013859390322,46.0,29.20026401282952,0.0,0.9437852807167593,3.0,0.805870975930635,3.0,0.348873926826686,5.0,8.0,1
10808.199485588577,0.10179480981931098,746.1688051929375,3.028822680771105,6.0,927327.8213895618,0.12045885758099859,2.1045542391335337,24478.166858917608,26156.126629611805,46.0,31.827598273868382,2.0,0.7096008251527436,2.0,0.41711701713036936,2.0,0.0808622750220954,0.0,3.0,1
16449.470845957505,0.3098421352370584,633.5269771241037,8.597116601789287,4.0,0.0,0.17237706504926723,2.293112171876005,2848.3818424481137,3252.5437346146323,50.0,14.296680740578902,4.0,0.4536746447286169,8.0,0.9106427113810669,6.0,0.43876465489578975,1.0,1.0,0
53114.61092650957,0.13456312298722967,658.4590633747536,6.3064264075425935,5.0,0.0,0.10024496007256868,8.37500473271277,18546.64699970283,15574.680674625013,52.0,32.55222348779055,0.0,0.44910977693782816,5.0,0.8604547119628982,3.0,0.5487894122955886,3.0,2.0,0
53793.07817015857,0.3057609475788636,798.8601941951995,30.0,7.0,169941.2896295408,0.022403039038589485,1.6756648517811734,2683.4627695645436,2530.5865346169016,48.0,35.51336928667802,3.0,0.6472094884446202,4.0,0.4235466891361558,4.0,0.6726261231016093,1.0,2.0,1
44924.05969548011,0.01671872946660499,667.9580889319137,17.58986774186284,4.0,405294.970151677,0.016578431341015092,3.085995307219627,4124.482920146671,3346.35908100426,51.0,21.93829283790623,2.0,0.4775090307953971,5.0,0.7511971851123412,5.0,0.3025122742346813,0.0,4.0,0
22393.1845063287,0.44460781646226394,708.7525290063994,9.067438309448375,2.0,0.0,0.10260301967568827,3.4474341365881873,15160.118128176036,13558.70309523574,38.0,44.43027106725517,2.0,0.3665101374527783,4.0,0.7842153534428452,4.0,0.5005812355161446,0.0,3.0,0
35459.42350667298,0.17915312776473827,737.0550717200512,2.426965324034126,5.0,1894.3730124423444,0.10892282954090712,1.8236590228681215,29216.126675695978,26415.66848194409,44.0,21.384313862420072,1.0,0.15492442955713429,2.0,0.32552411543966353,6.0,0.3031166333596427,0.0,1.0,0
36250.14754403145,0.29803532465508903,714.2931332422644,2.4294961647467233,6.0,0.0,0.05201738301200153,7.646745131071744,18950.367822709108,21354.0354973713,38.0,64.70265657250796,2.0,0.622414719083789,4.0,0.415598637409916,5.0,0.4144902214775654,0.0,3.0,1
20349.622806742045,0.016787243723697137,637.1830829733506,17.113111187004193,6.0,257725.44521592202,0.09967586104816695,4.890660042747451,11362.60272189357,12508.5917722657,54.0,12.750678084483637,4.0,0.4666520525685858,3.0,0.8038333161686755,7.0,0.6948724978710208,1.0,2.0,0
77010.66139169509,0.040474071566323676,646.611615718608,7.042391525499897,4.0,0.0,0.04310904700290122,6.3826594270010855,3631.7708651132943,4113.344914621051,56.0,17.58138202350076,0.0,0.509859264636937,4.0,0.9290681387669116,7.0,0.10429589560964159,2.0,2.0,0
56313.02545084929,0.6356290967051578,727.7640437975942,12.457867983920021,2.0,0.0,0.027573730359000282,0.2805917567015172,8589.450608170677,7148.08531710723,47.0,11.630284041203396,1.0,0.29559593746788126,5.0,0.6592321988222881,6.0,0.1407408361100669,2.0,4.0,1
32516.987142823287,0.1425380115332644,727.6002859934727,4.78072107219165,5.0,0.0,0.03478538846480607,8.560549340503556,6622.654500395274,5650.80379104341,47.0,37.28324864427423,3.0,0.5409616091507501,2.0,0.4015381920284849,3.0,0.4221117563355645,1.0,4.0,1
36806.98513137267,0.4248103624388724,766.8232599019461,0.8702520994820429,5.0,649305.4270164781,0.09037457857944602,1.3746956810559858,13833.417926695074,12749.16522853915,44.0,9.043866956884585,1.0,0.5533650397444653,4.0,0.9608924742638261,4.0,0.2985000312793635,2.0,5.0,1
40303.41178278372,0.10984297221804831,705.1096983309839,3.2359621273329324,5.0,123449.96454609689,0.026590410008153643,0.48148943957523094,8384.58775834815,9204.120028041438,38.0,26.730624942536004,4.0,0.15583470692901527,4.0,0.8570364970126786,4.0,0.5095833489393504,1.0,4.0,0
13083.832226639086,0.22027274768727448,709.6605613592055,1.405779298165638,2.0,29193.474120010604,0.002936861739646729,5.409448258211675,4992.847182809347,4044.258847449893,60.0,29.792821920300252,1.0,0.4815322741998771,2.0,0.8679513974209863,8.0,0.4616907560687066,0.0,2.0,0
32093.580629812805,0.20373198488396693,605.3766633215553,12.179948903821362,6.0,485296.6224338797,0.055118613408514275,1.2294121043301325,16372.520629890547,14072.27606738253,41.0,52.31210842804,2.0,0.5041718619424017,4.0,0.6543769294299889,5.0,0.14872103961979832,0.0,4.0,0
25822.66506105429,0.11416560336969123,591.8850488928099,9.645447155775882,4.0,0.0,0.041286997255598555,2.6086535419511048,6362.599580377061,6356.620574119432,57.0,23.05975098691873,0.0,0.2299283986574917,5.0,0.3742324840316087,3.0,0.4020873504943159,2.0,3.0,0
22008.631472457702,0.19149549764186433,728.0630674351495,0.7405452577083135,1.0,84412.49980038205,0.17281497246724978,6.153494577433502,4142.46503567667,3353.7454182325855,48.0,19.862266462553784,1.0,0.7329343577564545,7.0,0.7476425149830108,5.0,0.047685670447552085,1.0,3.0,1
31553.817326206834,0.07923799653791687,592.5814931983625,7.769891796424009,5.0,0.0,0.023094351496911792,0.5415932272336942,8234.408564405723,6928.648412914562,53.0,51.052109907494234,2.0,0.411836133904381,3.0,0.5491480796047932,4.0,0.256788931902724,2.0,2.0,0
89218.46139139317,0.476883186217913,647.9298996883138,16.580395224673037,8.0,0.0,0.10087616841466952,0.6833060697875425,3800.9105307805553,3525.3117749663365,44.0,18.105861021756482,2.0,0.287718392112865,3.0,0.6049623748616993,5.0,0.3419850371661398,1.0,4.0,1
50032.16765430499,0.21907615534333869,787.902324097129,9.561803934869516,8.0,0.0,0.15786751817592287,5.466623032903729,3958.8750554578633,3545.939349986493,49.0,15.960989083456898,1.0,0.1579492924669558,4.0,0.8670443675177855,2.0,0.28247164476705827,2.0,3.0,0
27293.681434767037,0.1915507446383633,772.057029234509,5.724973412870051,5.0,0.0,0.13194191771916158,2.9857308394540216,26482.347144765,25009.11850164591,45.0,5.694893918063757,3.0,0.5957424536447572,5.0,0.7575222958040082,2.0,0.46765463223070186,1.0,3.0,1
48353.37928975502,0.07673759525495182,680.1788830797184,2.9901419763051074,7.0,137269.13280448917,0.14184374841385644,1.2500401780689119,2415.624674955927,2662.7384627727897,46.0,26.257312107832902,2.0,0.43971439590162237,6.0,0.429798460194291,5.0,0.19646892632139581,0.0,2.0,0
73106.8770272448,0.24966716499531214,620.386042016629,17.449792144290445,8.0,254261.51454957027,0.058354367066060245,3.626176429487714,39211.650740181096,34777.58368485219,46.0,25.19981158874052,3.0,0.5099750133429259,3.0,0.4772578288588309,6.0,0.2979328039837814,1.0,4.0,1
57659.87719955253,0.07305227249057612,637.6621089656495,4.396599283487746,1.0,0.0,0.10099375390599168,4.819868172758943,27201.11856094937,28569.853247946343,48.0,26.99605220846223,1.0,0.27100900572651887,7.0,0.7543206656536741,9.0,0.8130737495751823,0.0,1.0,1
37414.55897125252,0.07854320897837816,736.7660141055615,15.46991658815602,4.0,0.0,0.10040676296343261,2.5965492380105024,2276.4051616931383,2623.222577671306,58.0,54.678320927598016,1.0,0.21341303041122184,2.0,0.6113731209997143,6.0,0.46727830500359563,0.0,1.0,1
26279.162694397917,0.11255472507190185,646.3500722553835,12.222857439229545,5.0,17926.778902447597,0.14970568818309626,0.9493534822457372,10223.288798530293,9424.241840495923,47.0,19.16663247989204,4.0,0.8205920488591303,3.0,0.8148229152056485,5.0,0.35490096586793657,1.0,4.0,0
51488.39167146181,0.029176817319746612,594.1717606989736,13.55243031784197,1.0,0.0,0.04318533055846624,5.2137597223325916,11407.460195628091,9351.487007567608,48.0,13.024282132908173,2.0,0.6007789057399101,5.0,0.7398008657331261,6.0,0.43400663616095303,0.0,3.0,0
44211.609533720846,0.07229370399689149,771.5774756407974,30.0,7.0,420293.79011461243,0.11924326682443906,0.6460294518075914,9248.553847047442,9734.34739809142,51.0,44.979830322342444,2.0,0.4257681673766868,4.0,0.4984787797121434,3.0,0.1608255455185738,0.0,4.0,1
56817.32694357313,0.2200968587644433,668.1600139129281,11.050725713640128,3.0,0.0,0.00477426431614158,5.299871828007663,7196.127467167566,7819.815207803588,45.0,22.491303937037745,1.0,0.219557508311628,4.0,0.5386047536147205,5.0,0.21887829650017124,1.0,1.0,1
49890.500897411155,0.23465793070185095,592.2744179008254,0.27707057750295305,3.0,0.0,0.13530324957732334,1.57930687425746,5462.956406451047,5411.6705193374955,48.0,11.774473856580977,1.0,0.5877855401359534,5.0,0.41197479509879475,3.0,0.3761833670107883,0.0,3.0,0
61376.134991539126,0.0783509300785316,697.8940188932631,1.8396731480942166,3.0,18643.04454176221,0.033051245819848425,0.006979914080462779,3746.466178636763,3638.6272517759044,47.0,18.600149868614974,3.0,0.5068628302092768,6.0,0.4447548141382576,7.0,0.46446266221524174,2.0,2.0,0
27788.634752053775,0.28322348189910423,747.1218413192508,0.2866354112822955,9.0,0.0,0.1615012804375251,3.134989468811315,5131.169997305173,5636.728758069158,46.0,13.859552783805455,0.0,0.21837330144319259,4.0,0.530275616029075,2.0,0.474320616686666,1.0,3.0,0
70171.46548563796,0.31418676692899755,549.232693521224,1.6849146658592395,4.0,0.0,0.030703744020575897,1.855138515910266,28140.572479601597,27200.345090943752,48.0,14.104489115720646,3.0,0.016404526994729808,5.0,0.809579387973419,5.0,0.3103499630244368,3.0,1.0,0
40086.69658819762,0.33688557720930223,629.9546086647065,0.5072637747827365,3.0,137425.2525257746,0.1044947016664614,1.3029844005059952,39366.59409677127,31568.078382475298,43.0,93.77223871011729,1.0,0.7735597950412867,3.0,0.7553538779383792,3.0,0.3152398510996102,1.0,3.0,0
102501.26677991121,0.37376714636543124,625.3316632411588,5.5710920310373435,1.0,503167.3881996457,0.006727706031837127,3.4506923698914633,1109.3430318433068,1282.3429206114872,50.0,29.412092253036022,1.0,0.44795773017234425,3.0,0.793483332115212,5.0,0.23003189715130617,1.0,2.0,0
25729.82466812902,0.16735948958464975,695.2287165783476,0.22889320366810045,5.0,0.0,0.02778850967584116,2.0521237700540844,8406.563856700564,7576.696023525523,42.0,6.611342601021665,4.0,0.42974118781001214,2.0,0.809175778735915,3.0,0.317755293739369,2.0,5.0,0
86507.11134162245,0.13367630189570853,713.2008322859858,5.118051014024731,4.0,8304.816865529954,0.04833715934063472,1.7479275555786127,8654.605504088675,9030.005226245525,47.0,31.717061298718306,0.0,0.0537413183435535,4.0,0.4855800671982618,7.0,0.19306469051970326,0.0,4.0,0
40092.93413790708,0.1930804989849584,594.8526088720514,18.328486595211203,5.0,0.0,0.016358904649351382,7.189629092622299,10541.220164919405,10772.062473225064,33.0,12.896097548809411,4.0,0.4706317190461713,6.0,0.6541709680218206,2.0,0.19527009472616352,0.0,4.0,0
26220.347178043186,0.23766357076588396,500.72488240939754,11.044916576024665,8.0,0.0,0.03542454752200926,0.43337643505448276,5773.102924986215,5803.68313190456,35.0,48.008050661379755,2.0,0.5504973799109526,4.0,0.5077026576585947,7.0,0.3372553471027865,0.0,2.0,0
28511.337180752456,0.3305616895302319,753.17987545994,23.052934561463623,2.0,13857.123256564682,0.19958395131019332,2.5363965806660955,15950.692947388508,14332.709573151957,40.0,38.345956498838575,1.0,0.7465891139291292,1.0,0.5401511510633021,11.0,0.5986544438986249,2.0,3.0,1
30940.656608709876,0.046764973625128235,538.0054729422787,2.056155037840245,2.0,23001.501495576154,0.003632616833613928,1.4173669591855433,25492.414713258568,27942.48285912009,43.0,7.4041258717317415,4.0,0.6023090635257095,5.0,0.6083276457839419,4.0,0.08776562344336714,1.0,6.0,0
44895.056758362276,0.25359537256648995,677.1184205043877,6.058684037506194,2.0,0.0,0.04937183790189006,1.6798379745664374,18338.05111239841,16475.455916357045,58.0,12.295476549349726,7.0,0.3194322045849454,4.0,0.36538164018572633,1.0,0.20882847222198594,1.0,1.0,0
47165.48924195996,0.1730787528879181,636.8019101269317,3.0686049628700585,1.0,0.0,0.043939617301690756,2.9156869644060546,798.7769061340812,939.0360671267458,66.0,15.920079388941952,1.0,0.4653050173170076,2.0,0.817883574303577,8.0,0.7754421580797992,0.0,3.0,0
27259.299230195345,0.19274524426915063,666.2443905204075,5.446900304797653,8.0,99589.73646118322,0.05230000071203888,12.798210951891756,7857.202101687855,8046.489541722368,54.0,65.43888254683752,2.0,0.3302462715762479,3.0,0.6072346827635615,6.0,0.5155779802532249,1.0,5.0,1
35875.95969805843,0.1850422802054449,815.1233971706858,6.514853571721983,11.0,132990.04291181834,0.07362098537080641,5.3824010312293336,5505.177918642096,6099.772435881647,55.0,36.850017775904234,0.0,0.10845131085972584,3.0,0.6031284647474009,7.0,0.1533132256228178,1.0,4.0,1
105993.72564414641,0.11655387509711275,850.0,0.2948566753656406,2.0,0.0,0.029988111853545097,1.0728416260961042,5690.68616913452,6247.3464235699785,42.0,27.311811847039163,1.0,0.47024486720255254,6.0,0.877851890579393,4.0,0.10593383457049838,2.0,3.0,0
86143.65469126306,0.23052460375629888,486.65625886013913,2.1248198208350186,3.0,0.0,0.0016642786331441536,4.248149632094758,9675.248635197824,11487.600708523947,53.0,52.329364649735574,2.0,0.3058690912133396,3.0,0.4357091090455621,4.0,0.5203446405556077,1.0,4.0,0
45168.798773501156,0.2529335832329741,748.3906155332924,9.760079834191544,2.0,663350.3444581841,0.058808717401481664,0.8351698749836729,1921.414694995899,1946.1982071130076,51.0,11.515225212305694,2.0,0.4037244615573737,5.0,0.46745530408832275,7.0,0.3150529170336755,1.0,3.0,1
37012.15825310853,0.24465635224347482,634.3752227322354,11.85990591398325,7.0,0.0,0.13711497262700226,10.826432262613789,57781.583489770666,47497.587371072856,48.0,114.40120448060902,2.0,0.43560092866644873,2.0,0.7603202251911383,7.0,0.3329276542256542,1.0,2.0,1
38561.73194720667,0.14326138019517115,754.7854513712552,6.741559951887974,9.0,0.0,0.11331027874773457,2.7569623365263918,85427.50532096096,71351.07902195727,54.0,10.046920498255089,4.0,0.19951323232258367,4.0,0.36254889242942434,5.0,0.6124553113332631,1.0,2.0,1
49353.25432049793,0.16489133391774607,745.7263076179164,2.5267763592670383,4.0,75072.76106026825,0.014836522191939164,14.94615819995585,14073.162071205616,13272.1102297211,50.0,13.098322738015938,2.0,0.12200957835539818,4.0,0.3814238585132835,5.0,0.3528626055172166,1.0,2.0,1
21776.87089430248,0.03390191251690063,790.9744807198164,4.154682048590575,4.0,117850.71364726518,0.08312597095664752,5.428918110848925,5804.447933798148,5480.096233062985,53.0,40.325405117464356,3.0,0.4626192297673061,4.0,0.6022006475021857,1.0,0.9599206921519272,2.0,3.0,0
31930.333529095395,0.10989810158681507,678.4964915162698,0.8077331242145094,5.0,0.0,0.21080731144411363,8.965048034551529,22324.53084388748,19800.5118677384,46.0,14.218010585031047,1.0,0.18386273409694867,3.0,0.7856400335448634,4.0,0.6429514979568024,2.0,3.0,0
15767.528768198938,0.058634578765674406,561.0423515044977,24.49149305806491,2.0,54744.28494871734,0.10986757358283242,0.9879109017666328,4621.032019964038,5408.016780695676,46.0,29.874390024991474,3.0,0.28823193635864813,4.0,0.8058100016898228,5.0,0.3667612777340366,0.0,1.0,0
44338.6289455857,0.3276077379892246,742.764948870962,16.240791438681274,7.0,305499.49353263096,0.174891289299229,9.652548699887909,32877.29714424381,32523.821640610357,58.0,5.447747374404788,3.0,0.681062757161166,5.0,0.802599769681462,3.0,0.24879875669915655,0.0,3.0,1
50191.34948682988,0.1309722942253107,661.7997576144064,0.542825428676446,4.0,0.0,0.21551197933508867,1.050808134180051,66810.53867326716,77570.73777010942,54.0,12.813852901763674,2.0,0.14267099807963446,7.0,0.7030926003025895,3.0,0.18526740673410239,0.0,3.0,1
28521.308936101857,0.22937948820440712,626.6156784865867,1.4568830230702958,6.0,247676.7020834234,0.22186273699898726,18.681941993084347,7911.036910826693,6503.225945752689,55.0,30.974816126539686,3.0,0.3941084398659572,2.0,0.8567614932527502,8.0,0.205861100713976,2.0,4.0,1
79777.22818664066,0.2003852337175149,602.3776119295038,6.9608782487800624,5.0,0.0,0.11377893102911153,1.6418096806837705,18117.77670243444,17017.40794982307,46.0,8.141684723751798,2.0,0.10145179157116471,4.0,0.6889440573932355,2.0,0.4235045188905382,4.0,2.0,0
19675.257650007192,0.18107635280992204,750.6335569105129,2.116205560355959,5.0,384533.705182133,0.027765786100395328,5.760862830439914,26828.225153684,25321.156301730352,33.0,4.102523187546036,2.0,0.4723292909591862,4.0,0.4490974198885616,5.0,0.45566004247862435,1.0,3.0,0
17462.527177431544,0.07830140867188559,810.3369492007378,21.79352178838381,2.0,142786.55907377866,0.058540986381381735,3.953704522836596,5584.010490078861,4551.355563901285,52.0,25.045632274815418,1.0,0.7243392658086261,3.0,0.6217564872845104,4.0,0.3322737379505965,0.0,3.0,1
40628.53410816108,0.1546187692928444,530.4647441300366,11.27128410095959,6.0,79712.2946175153,0.06302755011906404,3.255906874376197,6031.709236297324,6387.688144724084,44.0,92.03783669971722,1.0,0.5642333026838854,7.0,0.9010618184747304,3.0,0.21738129818623023,1.0,2.0,1
61300.86000713549,0.38194721154471034,712.1952242478931,2.553838899866522,8.0,0.0,0.1852611226688844,2.798606186277266,5894.746242660831,5050.72623055937,68.0,12.363403948034572,2.0,0.0814690830394827,3.0,0.6806495188374732,4.0,0.517003622490566,1.0,4.0,1
84285.39222238438,0.3217634614080461,612.7612814577354,0.04896080688604712,5.0,77402.22418730795,0.11484170501907329,2.4195290452075113,15680.717301928884,14719.061632289946,47.0,15.640893613911313,4.0,0.2902162410533428,5.0,0.7702954747532013,4.0,0.45332212626727697,2.0,2.0,0
28869.988333882196,0.4213149605266936,503.2727601807886,12.853429429105114,3.0,0.0,0.048789033025449284,1.8064040963633332,6753.842042431823,8053.410516669187,42.0,30.08938491449804,2.0,0.5359750041430822,5.0,0.7136794829896884,6.0,0.5068466248387047,3.0,5.0,0
62276.561663928005,0.449485746942575,664.7705820763008,4.41442701000857,5.0,359982.2594905163,0.19429261545513246,4.546623951875105,5775.843312390522,6769.6039520488,53.0,16.742966902024936,2.0,0.3893930836925101,3.0,0.8567277500283325,4.0,0.41736020189518597,0.0,4.0,1
35622.964006734896,0.19107023685920846,566.6862219810439,8.226223284843094,9.0,0.0,0.11042216304348423,20.741802900154163,61366.0072074658,55509.2573281325,53.0,43.56434702738001,2.0,0.6658683146700625,4.0,0.6502296961716987,5.0,0.2662294717510469,2.0,3.0,1
33312.44567140058,0.3110423199321943,492.2246772199802,2.705908409813064,2.0,169182.18881284588,0.055154945234241706,5.57623061987387,8258.936508951276,7647.651434588721,49.0,37.405034640631825,2.0,0.6496036572806768,8.0,0.3552259723394149,1.0,0.10966666054809174,2.0,2.0,0
56490.62469382744,0.1574294649965473,571.8259527775465,1.2333558607084953,7.0,501293.18941722857,0.057239732395092974,7.072334417637732,5587.184341836551,5677.259597226263,53.0,4.490876831304975,0.0,0.1999491566795108,5.0,0.9524556370489565,4.0,0.5528671023255848,0.0,2.0,1
50320.17852724241,0.21463007132913978,547.2226082086146,8.999114403979954,4.0,29189.42915768755,0.01555848061013928,5.310117601282914,31582.885187380827,28878.61872725703,50.0,6.788702911166738,4.0,0.3114826049337488,6.0,0.6602447507992252,7.0,0.4668306550425017,1.0,2.0,0
16511.360225672073,0.2254048637189747,585.3313146936608,4.787418681883115,7.0,0.0,0.11941416860092871,3.625427152043643,5461.744459275803,5954.854558508937,58.0,9.519215382496222,3.0,0.3232357440916811,5.0,0.755237614140509,8.0,0.4839973214633583,1.0,3.0,0
75983.4000383308,0.3117366334431354,517.4115923046311,2.1448104098229366,8.0,0.0,0.066290221292952,8.494434283205893,12411.787107302853,12744.97160766999,42.0,17.05803354097156,1.0,0.642652802401018,4.0,0.9362032246345071,6.0,0.22951654789038664,2.0,4.0,0
72406.0890019091,0.371391416313652,610.4859891373786,1.184548371071409,3.0,0.0,0.004872835839954278,1.9516314637358771,8546.79947232828,8453.044507412205,50.0,40.014398411401146,1.0,0.4845126630559625,2.0,0.8984689067673233,2.0,0.7367320168545037,1.0,4.0,1
26561.5151758099,0.19699473554470867,578.6750871916028,6.949144893498304,3.0,83484.9598889971,0.13644316402346154,1.5952996656564764,9379.514590622997,11095.55294135499,59.0,16.803821755271905,4.0,0.44041333869980137,4.0,0.7121137672327031,3.0,0.722741671118215,3.0,4.0,0
44262.88377075306,0.22712079347636294,687.5613877145657,10.343887728988278,7.0,0.0,0.03996093645957455,2.421242357215356,749.829444196691,665.0924396100799,62.0,8.011282885174102,1.0,0.32870988697591,1.0,0.3035018630285815,5.0,0.03119539661958483,0.0,3.0,0
46491.04968430388,0.18582736080629264,709.3538986398315,2.6713380028205846,6.0,146499.53575440974,0.21478988198343096,4.3227437328938985,12598.800403091323,14405.769266668338,49.0,21.921765534907262,1.0,0.6232539613854338,5.0,0.48488218645873626,2.0,0.2140535084978695,0.0,2.0,1
